language,word_form,lwt_code,lwt_label,word_meaning_relation
Q’eqchi’,ch'olok,17.38,to explain,Super-counterpart
Q’eqchi’,ch'ool,4.44,the heart,Super-counterpart
Q’eqchi’,ch'oolej,16.11,the soul or spirit,Super-counterpart
Q’eqchi’,ch'oqom,8.41,the harvest,Sub-counterpart
Q’eqchi’,ch'ot,12.59,short,Super-counterpart
Q’eqchi’,ch'otolal,13.231,the piece,Exact counterpart
Q’eqchi’,ch’otonel,13.35,last,Exact counterpart
Q’eqchi’,ch'otonik,14.26,the end(2),Exact counterpart
Q’eqchi’,ch’ub’,3.823,the wasp,Exact counterpart
Q’eqchi’,ch’up,4.43,the navel,Super-counterpart
Q’eqchi’,ch'utleb'aal,7.18,the meeting house,Super-counterpart
Q’eqchi’,ch’utub’ank,12.22,to join,Exact counterpart
Q’eqchi’,ch’uukum,4.32,the elbow,Exact counterpart
Q’eqchi’,ch'uyuk,15.712,to pinch,Exact counterpart
Q’eqchi’,ch'uyul,13.231,the piece,Sub-counterpart
Q’eqchi’,cha,1.84,the ash,Super-counterpart
Q’eqchi’,cha’al,2.81,the relatives,Super-counterpart
Q’eqchi’,chaab'il,16.71,good,Super-counterpart
Q’eqchi’,chahim,1.54,the star,Exact counterpart
Q’eqchi’,chaj,8.64,the pine,Exact counterpart
Q’eqchi’,chajal,3.84,the worm,Sub-counterpart
Q’eqchi’,chajok e,18.13,to shout,Exact counterpart
Q’eqchi’,chak'chotk,10.46,to run,Exact counterpart
Q’eqchi’,chakach,9.76,the basket,Super-counterpart
Q’eqchi’,chakow,3.32,the boar,Exact counterpart
Q’eqchi’,chalk,10.48,to come,Exact counterpart
Q’eqchi’,cham,12.67,deep,Super-counterpart
Q’eqchi’,champa,7.221,the doorpost,Exact counterpart
Q’eqchi’,chan ru,17.61,how?,NA
Q’eqchi’,chanchan,12.92,similar,Exact counterpart
Q’eqchi’,chanchan aj wi’ a’an,17.18,to seem,NA
Q’eqchi’,chapleb' kar,20.52,the fishhook,Exact counterpart
Q’eqchi’,chapok,11.13,to take,Super-counterpart
Q’eqchi’,chapok,11.14,to grasp,Super-counterpart
Q’eqchi’,chapok b'e,10.49,to leave,Exact counterpart
Q’eqchi’,chaponel,23.33,the police,Super-counterpart
Q’eqchi’,chaq',5.121,cooked,Super-counterpart
Q’eqchi’,chaq',5.123,ripe,Super-counterpart
Q’eqchi’,chaq'b'enk,18.32,to answer,Super-counterpart
Q’eqchi’,chaq’na’,2.454,the older sister,Sub-counterpart
Q’eqchi’,chaq'na'b'ej,2.4561,the older sibling,Sub-counterpart
Q’eqchi’,chaqi,15.84,dry,Exact counterpart
Q’eqchi’,chaqi’eel,5.15,to be thirsty,Exact counterpart
Q’eqchi’,che’,1.43,the wood,Super-counterpart
Q’eqchi’,che’,8.6,the tree,Super-counterpart
Q’eqchi’,chi junil,13.14,all,Exact counterpart
Q’eqchi’,chi re ha’,1.27,the shore,NA
Q’eqchi’,chi rix,12.011,behind,Exact counterpart
Q’eqchi’,chi rix,12.06,outside,Exact counterpart
Q’eqchi’,chi rix,24.04,with,Exact counterpart
Q’eqchi’,chi ru,12.04,before,Super-counterpart
Q’eqchi’,chi ru,12.041,in front of,Super-counterpart
Q’eqchi’,chi rub’el,12.03,down,Exact counterpart
Q’eqchi’,chib’aat,3.37,the he-goat,Exact counterpart
Q’eqchi’,chikleb’,5.39,the fork,Exact counterpart
Q’eqchi’,chimam,22.18,the priest,Exact counterpart
Q’eqchi’,chiq'ok,10.26,to shake,Exact counterpart
Q’eqchi’,chiqok,5.21,to cook,Exact counterpart
Q’eqchi’,chiqok tz’uum,7.67,to tan,Exact counterpart
Q’eqchi’,chirok,9.34,to spread out,Super-counterpart
Q’eqchi’,chocho’,3.592,the parrot,Exact counterpart
Q’eqchi’,chok'laak,10.413,to crouch,Exact counterpart
Q’eqchi’,choq,1.73,the cloud,NA
Q’eqchi’,choqlenk,1.851,to burn(1),Super-counterpart
Q’eqchi’,"choxa, choxaal",1.51,the sky,Super-counterpart
Q’eqchi’,"choxa, choxaal",22.31,the heaven,Super-counterpart
Q’eqchi’,choyok,14.27,to finish,Exact counterpart
Q’eqchi’,chu,15.26,stinking,Exact counterpart
Q’eqchi’,chu’ke,1.64,the dew,Exact counterpart
Q’eqchi’,chu'uk,4.65,to piss,Exact counterpart
Q’eqchi’,chunlaak,12.13,to sit,Exact counterpart
Q’eqchi’,chup,1.861,to extinguish,Exact counterpart
Q’eqchi’,chupil,3.84,the worm,Sub-counterpart
Q’eqchi’,chuq'ub'ak,4.521,to hiccough,Exact counterpart
Q’eqchi’,"chuub'ak, chuub'ank",4.56,to spit,Exact counterpart
Q’eqchi’,"domiin, tumink, romink",14.62,Sunday,Exact counterpart
Q’eqchi’,e,4.24,the mouth,Super-counterpart
Q’eqchi’,e,4.27,the tooth,Super-counterpart
Q’eqchi’,e,12.353,the edge,Super-counterpart
Q’eqchi’,"eb’, teb’",2.96,they,Exact counterpart
Q’eqchi’,ech aatin,19.51,the friend,Exact counterpart
Q’eqchi’,ech ajaatink,17.172,to imitate,Super-counterpart
Q’eqchi’,ech alalb'ej,2.6412,the sibling-in-law,Super-counterpart
Q’eqchi’,echanink,11.79,to earn,Super-counterpart
Q’eqchi’,echanink,20.41,the victory,Exact counterpart
Q’eqchi’,echkab'al,19.54,the neighbour,Super-counterpart
Q’eqchi’,eeb’,7.37,the ladder,Sub-counterpart
Q’eqchi’,eechanink,11.12,to own,Super-counterpart
Q’eqchi’,eek'ank,17.171,to guess,Super-counterpart
Q’eqchi’,eek'asink rix u,4.215,to blink,Exact counterpart
Q’eqchi’,eelelik,10.51,to flee,Exact counterpart
Q’eqchi’,eelelik,20.45,to retreat,Exact counterpart
Q’eqchi’,eetal,23.41,the postage stamp,Super-counterpart
Q’eqchi’,eetalil,6.79,the tattoo,Exact counterpart
Q’eqchi’,ela',12.17,the remains,Exact counterpart
Q’eqchi’,elajik,14.22,slow,Super-counterpart
Q’eqchi’,elefaant,3.77,the elephant,Exact counterpart
Q’eqchi’,elektrisidad,23.17,the electricity,Exact counterpart
Q’eqchi’,elk,10.474,to go out,Super-counterpart
Q’eqchi’,elq'ak,21.51,to steal,Super-counterpart
Q’eqchi’,eq'la,14.16,early,Super-counterpart
Q’eqchi’,eq'la,14.44,the morning,Super-counterpart
Q’eqchi’,ermiit,22.13,the temple,Exact counterpart
Q’eqchi’,esilank,18.43,to announce,NA
Q’eqchi’,eskaleer,7.37,the ladder,Exact counterpart
Q’eqchi’,estasion,14.78,the season,Exact counterpart
Q’eqchi’,estuuf,7.32,the stove,Exact counterpart
Q’eqchi’,ewer,14.49,yesterday,Exact counterpart
Q’eqchi’,ewu,14.17,late,Sub-counterpart
Q’eqchi’,ewu,14.451,the afternoon,Exact counterpart
Q’eqchi’,formon,6.37,the awl,Exact counterpart
Q’eqchi’,formon,9.84,the chisel,Exact counterpart
Q’eqchi’,ganso,3.56,the goose,Exact counterpart
Q’eqchi’,granyon,3.42,the stallion,Exact counterpart
Q’eqchi’,ha’,1.31,the water,NA
Q’eqchi’,"ha'an, a’an",2.931,he,Super-counterpart
Q’eqchi’,"ha'an, a’an",2.932,she,Super-counterpart
Q’eqchi’,"ha’an, a’an",2.93,he/she/it,Exact counterpart
Q’eqchi’,"ha’an, a’an",2.933,it,Super-counterpart
Q’eqchi’,"ha'in, a’in",24.07,this,Exact counterpart
Q’eqchi’,haa’o,2.941,we (inclusive),Super-counterpart
Q’eqchi’,hab’,1.75,the rain,NA
Q’eqchi’,hab’,14.73,the year,Exact counterpart
Q’eqchi’,hab'al q'e,14.74,the winter,Para-counterpart
Q’eqchi’,hab'ok,5.18,to chew,Super-counterpart
Q’eqchi’,hach'lenk,4.58,to bite,Sub-counterpart
Q’eqchi’,hach'ok,4.58,to bite,Super-counterpart
Q’eqchi’,hasb',17.36,secret,Super-counterpart
Q’eqchi’,hasb'ak,18.15,to whisper,Super-counterpart
Q’eqchi’,hasb’ak,18.16,to mumble,NA
Q’eqchi’,haslenk,18.16,to mumble,Exact counterpart
Q’eqchi’,hay,3.84,the worm,Sub-counterpart
Q’eqchi’,haye'k,10.56,to approach,Exact counterpart
Q’eqchi’,hech'hotk,10.612,to carry in hand,Sub-counterpart
Q’eqchi’,heehe',17.55,yes,NA
Q’eqchi’,helok,9.34,to spread out,Sub-counterpart
Q’eqchi’,hi’,2.63,the son-in-law (of a man),Super-counterpart
Q’eqchi’,hi’,2.631,the son-in-law (of a woman),Super-counterpart
Q’eqchi’,hi'om e,2.622,the parents-in-law,Sub-counterpart
Q’eqchi’,hiik,1.45,the earthquake,NA
Q’eqchi’,hilank,4.912,to rest,Exact counterpart
Q’eqchi’,hirok,8.31,to sow,Super-counterpart
Q’eqchi’,hitok,9.161,to untie,Exact counterpart
Q’eqchi’,hix,3.9,the jaguar,Exact counterpart
Q’eqchi’,"ho'laju, o'laju",13.103,fifteen,Exact counterpart
Q’eqchi’,hob'ok,22.24,to curse,Super-counterpart
Q’eqchi’,hoon,14.47,today,Exact counterpart
Q’eqchi’,hoonal,14.51,the hour,Exact counterpart
Q’eqchi’,hopok,9.46,to bore,Super-counterpart
Q’eqchi’,hopolal,12.85,the hole,Exact counterpart
Q’eqchi’,hoyok,9.35,to pour,Exact counterpart
Q’eqchi’,hu,18.56,the paper,Super-counterpart
Q’eqchi’,hu,18.61,the book,Super-counterpart
Q’eqchi’,hu,23.42,the letter,Super-counterpart
Q’eqchi’,hulaj,14.48,tomorrow,Exact counterpart
Q’eqchi’,hulak,10.55,to arrive,Exact counterpart
Q’eqchi’,hulak,24.02,to become,Exact counterpart
Q’eqchi’,hulak chi uhej,15.31,to taste,Exact counterpart
Q’eqchi’,humuk,1.852,to burn(2),Exact counterpart
Q’eqchi’,hutzuk,9.14,to bend,Exact counterpart
Q’eqchi’,hux,9.93,the whetstone,Exact counterpart
Q’eqchi’,ich',4.465,the sinew or tendon,Super-counterpart
Q’eqchi’,ich’,4.151,the vein or artery,Super-counterpart
Q’eqchi’,ich'mul,4.465,the sinew or tendon,Super-counterpart
Q’eqchi’,ichaj,8.51,the grass,Super-counterpart
Q’eqchi’,iglees,22.131,the church,Exact counterpart
Q’eqchi’,igo,5.75,the fig,Exact counterpart
Q’eqchi’,ii,2.48,the grandson,Super-counterpart
Q’eqchi’,ii,2.49,the granddaughter,Super-counterpart
Q’eqchi’,iib'ej,2.5,the grandchild,Super-counterpart
Q’eqchi’,iiqank,10.61,to carry,Exact counterpart
Q’eqchi’,iitz’in,2.445,the younger brother,Super-counterpart
Q’eqchi’,iitz’in,2.455,the younger sister,Para-counterpart
Q’eqchi’,iitz’inb’ej,2.4562,the younger sibling,Sub-counterpart
Q’eqchi’,ik,5.821,the chili pepper,Exact counterpart
Q’eqchi’,ikan,2.51,the uncle,NA
Q’eqchi’,ikan,2.511,the mother's brother,NA
Q’eqchi’,ikan na’,2.52,the aunt,Exact counterpart
Q’eqchi’,ikaq’b’ej,2.541,the sibling’s child,Exact counterpart
Q’eqchi’,ilok,15.51,to see,Exact counterpart
Q’eqchi’,ilok ru hu,18.52,to read,NA
Q’eqchi’,imul,3.614,the rabbit,Exact counterpart
Q’eqchi’,ink'a',17.56,no,NA
Q’eqchi’,ink'a',24.06,not,Exact counterpart
Q’eqchi’,ink’a’ ch’olch’o,17.35,obscure,NA
Q’eqchi’,ink'a’ cham,12.68,shallow,Exact counterpart
Q’eqchi’,ink’a’ k’i,13.17,few,Exact counterpart
Q’eqchi’,ink’a’ us,16.74,wrong,Para-counterpart
Q’eqchi’,ink’a’ xq’ulub’ank,18.37,to refuse,NA
Q’eqchi’,inna’ inyuwa’,2.37,the parents,NA
Q’eqchi’,insekto,3.81,the insect,Exact counterpart
Q’eqchi’,inyeksion,23.23,the injection,Exact counterpart
Q’eqchi’,iq’,1.71,the air,Super-counterpart
Q’eqchi’,iq’,1.72,the wind,Super-counterpart
Q’eqchi’,iq'onk,10.61,to carry,Sub-counterpart
Q’eqchi’,is,8.91,the sweet potato,Exact counterpart
Q’eqchi’,isb’,6.411,the poncho,Super-counterpart
Q’eqchi’,isb’,7.422,the blanket,Super-counterpart
Q’eqchi’,ismal,4.14,the hair,Super-counterpart
Q’eqchi’,ismal,4.145,the pubic hair,Super-counterpart
Q’eqchi’,ix,4.19,the back,Super-counterpart
Q’eqchi’,ixa’an,2.47,the grandmother,Exact counterpart
Q’eqchi’,ixaqil,2.32,the wife,Exact counterpart
Q’eqchi’,ixi’ij,4.344,the fingernail,Super-counterpart
Q’eqchi’,ixi’ij,4.345,the claw,Super-counterpart
Q’eqchi’,ixi'jink,21.51,to steal,Exact counterpart
Q’eqchi’,ixim,8.47,the maize/corn,Exact counterpart
Q’eqchi’,iximak,8.34,to thresh,Sub-counterpart
Q’eqchi’,ixq,2.22,the woman,Super-counterpart
Q’eqchi’,ixq,2.24,female(1),Super-counterpart
Q’eqchi’,ixq,3.13,female(2),Sub-counterpart
Q’eqchi’,ixqa’al ~ xqa’al ~ qa’al,2.261,the young woman,Sub-counterpart
Q’eqchi’,ixqi aaq,3.34,the sow,Exact counterpart
Q’eqchi’,iyaj,8.311,the seed,Exact counterpart
Q’eqchi’,ja’aj,4.28,the neck,Super-counterpart
Q’eqchi’,ja'ajul,18.11,the voice,NA
Q’eqchi’,jach'ok,4.58,to bite,Sub-counterpart
Q’eqchi’,jachal,13.231,the half,Super-counterpart
Q’eqchi’,jachal,13.24,the piece,Super-counterpart
Q’eqchi’,jachink,12.232,to divide,Super-counterpart
Q’eqchi’,jachleb’,9.48,the saw,Super-counterpart
Q’eqchi’,jachoj ib’,2.341,the divorce,NA
Q’eqchi’,jachok,9.221,to cut down,Super-counterpart
Q’eqchi’,jachok,9.27,to split,Super-counterpart
Q’eqchi’,jachok,12.23,to separate,Super-counterpart
Q’eqchi’,jalam 'uuch,22.37,the idol,Super-counterpart
Q’eqchi’,jalam 'uuch,23.62,the film/movie,Super-counterpart
Q’eqchi’,jalam ’uuch,9.83,the statue,Super-counterpart
Q’eqchi’,jalan,24.11,other,Super-counterpart
Q’eqchi’,jalb’al,11.83,to trade or barter,Exact counterpart
Q’eqchi’,jalb'eetink,11.61,to lend,Super-counterpart
Q’eqchi’,"jalmuqank, jalmuqink",12.27,to hide,Super-counterpart
Q’eqchi’,"jalmuqank, jalmuqink",18.34,to deny,Super-counterpart
Q’eqchi’,jalok,11.61,to lend,Super-counterpart
Q’eqchi’,jalok,11.83,to trade or barter,Super-counterpart
Q’eqchi’,jalok,12.93,to change,Exact counterpart
Q’eqchi’,japink e,4.52,to yawn,Exact counterpart
Q’eqchi’,jaq'e'k,4.751,to drown,Exact counterpart
Q’eqchi’,jaqok,12.24,to open,Exact counterpart
Q’eqchi’,jarub',17.62,how many?,NA
Q’eqchi’,jatz'uuchink,16.41,to hate,Exact counterpart
Q’eqchi’,jay,12.65,thin,Exact counterpart
Q’eqchi’,jayal,23.385,the address,Super-counterpart
Q’eqchi’,jech',12.74,crooked,Super-counterpart
Q’eqchi’,jech'exink,10.612,to carry in hand,Super-counterpart
Q’eqchi’,jek'ok,11.91,to share,Super-counterpart
Q’eqchi’,jelonk,10.613,to carry on shoulder,Exact counterpart
Q’eqchi’,jeqonk,10.56,to approach,Super-counterpart
Q’eqchi’,jesok,9.222,to chop,Sub-counterpart
Q’eqchi’,ji,8.61,the oak,Exact counterpart
Q’eqchi’,ji'ji',15.77,smooth,Exact counterpart
Q’eqchi’,ji'leb',9.93,the whetstone,Super-counterpart
Q’eqchi’,jichok,5.48,to scrape,Super-counterpart
Q’eqchi’,jilok,9.31,to rub,Super-counterpart
Q’eqchi’,jilonk,10.56,to approach,Super-counterpart
Q’eqchi’,jilosink,12.23,to separate,Super-counterpart
Q’eqchi’,jilq'ank,4.612,to snore,Super-counterpart
Q’eqchi’,jip,4.92,lazy,Super-counterpart
Q’eqchi’,jip,17.22,stupid,Super-counterpart
Q’eqchi’,jiq’e’k,5.19,to choke,Exact counterpart
Q’eqchi’,jiqe'k,10.56,to approach,Super-counterpart
Q’eqchi’,jit,3.833,the prawns or shrimp,Sub-counterpart
Q’eqchi’,jit'ok,9.16,to tie,Exact counterpart
Q’eqchi’,jitb’il,21.22,the defendant,Exact counterpart
Q’eqchi’,jitok,21.31,to accuse,Exact counterpart
Q’eqchi’,jitonel,21.21,the plaintiff,Exact counterpart
Q’eqchi’,jo',12.92,similar,NA
Q’eqchi’,jo' k'ihal,17.63,how much?,NA
Q’eqchi’,jo' nimal,17.63,how much?,Super-counterpart
Q’eqchi’,jo'maajo',16.82,ugly,Super-counterpart
Q’eqchi’,job’,13.22,empty,Super-counterpart
Q’eqchi’,job’che’,7.48,the trough,Exact counterpart
Q’eqchi’,job'enk,9.461,to hollow out,Exact counterpart
Q’eqchi’,job’nil,4.46,the stomach,Super-counterpart
Q’eqchi’,jochok,5.48,to scrape,Super-counterpart
Q’eqchi’,jochok,15.712,to pinch,Super-counterpart
Q’eqchi’,jochok,21.51,to steal,Super-counterpart
Q’eqchi’,jochonel,21.52,the thief,Exact counterpart
Q’eqchi’,jok,4.92,lazy,Super-counterpart
Q’eqchi’,jok,17.22,stupid,Super-counterpart
Q’eqchi’,jok',20.23,the sling,Exact counterpart
Q’eqchi’,jokok,5.48,to scrape,Para-counterpart
Q’eqchi’,jole’k,10.42,to slide or slip,Exact counterpart
Q’eqchi’,jolom,4.2,the head,Exact counterpart
Q’eqchi’,jolomb'ej,4.843,the cold,Super-counterpart
Q’eqchi’,jolomil,19.24,the chieftain,Super-counterpart
Q’eqchi’,joob’aq,3.596,the owl,Exact counterpart
Q’eqchi’,jooleb’,6.93,the razor,Exact counterpart
Q’eqchi’,joom,8.93,the gourd,Exact counterpart
Q’eqchi’,joq'e,17.65,when?,NA
Q’eqchi’,joq'yank,4.612,to snore,Exact counterpart
Q’eqchi’,jorok,9.26,to break,Super-counterpart
Q’eqchi’,jorol,9.261,broken,Super-counterpart
Q’eqchi’,josq'il,16.42,the anger,Exact counterpart
Q’eqchi’,jot'ok,5.48,to scrape,Super-counterpart
Q’eqchi’,jot'ok,11.28,to injure,Super-counterpart
Q’eqchi’,jotz,3.583,the heron,Exact counterpart
Q’eqchi’,jotzok,5.46,to peel,Super-counterpart
Q’eqchi’,juk'uk,11.27,to destroy,Exact counterpart
Q’eqchi’,jukub',10.831,the canoe,Super-counterpart
Q’eqchi’,jukub’,10.832,the outrigger,Super-counterpart
Q’eqchi’,jukuch,12.57,long,Exact counterpart
Q’eqchi’,jukunk,9.33,to pull,Exact counterpart
Q’eqchi’,jul,8.17,the ditch,Super-counterpart
Q’eqchi’,jul,12.85,the hole,Super-counterpart
Q’eqchi’,julel kamenaq,4.79,the grave,Exact counterpart
Q’eqchi’,jultikank,17.31,to remember,Super-counterpart
Q’eqchi’,jun,13.01,one,Exact counterpart
Q’eqchi’,jun chik,24.11,other,Exact counterpart
Q’eqchi’,jun wa’leb’,14.45,the midday,Exact counterpart
Q’eqchi’,junaj,24.13,same,Super-counterpart
Q’eqchi’,junajink,5.49,to stir or to mix,Exact counterpart
Q’eqchi’,junaq,13.181,some,Exact counterpart
Q’eqchi’,juneet,24.13,same,Exact counterpart
Q’eqchi’,junelik,14.31,always,Super-counterpart
Q’eqchi’,junlaju,13.101,eleven,Exact counterpart
Q’eqchi’,junmay,13.104,twenty,Exact counterpart
Q’eqchi’,junpaat,14.21,fast,Super-counterpart
Q’eqchi’,juntaq'eet,24.13,same,Exact counterpart
Q’eqchi’,junxil,12.04,before,Exact counterpart
Q’eqchi’,juruch',4.191,the spine,Exact counterpart
Q’eqchi’,jutz',12.352,pointed,Exact counterpart
Q’eqchi’,juyuk,10.852,to row,Super-counterpart
Q’eqchi’,"jwees, jweb’es",14.66,Thursday,Exact counterpart
Q’eqchi’,k'a,15.37,bitter,Exact counterpart
Q’eqchi’,k’a’ ru,17.67,which?,NA
Q’eqchi’,"k’a’, k’aru",17.64,what?,NA
Q’eqchi’,k’a’na,13.181,some,Super-counterpart
Q’eqchi’,k’a’q re ru,11.18,the thing,Super-counterpart
Q’eqchi’,k'a'ut,17.69,why?,NA
Q’eqchi’,k'a'ux,17.11,the mind,Super-counterpart
Q’eqchi’,k'a'uxlak,17.13,to think(1),Super-counterpart
Q’eqchi’,k'aak'alenk,11.17,to keep,Super-counterpart
Q’eqchi’,k’aam,9.19,the rope,Super-counterpart
Q’eqchi’,k’aam,20.53,the fishing line,Super-counterpart
Q’eqchi’,k’aamak,6.31,to spin,Super-counterpart
Q’eqchi’,k’aan,7.231,the latch or door-bolt,Super-counterpart
Q’eqchi’,k'ab'a'ej,18.28,the name,NA
Q’eqchi’,k'ab'a'ink,18.42,to call(2),NA
Q’eqchi’,k'achiik,10.41,to crawl,Exact counterpart
Q’eqchi’,k’aj,5.55,the flour,Exact counterpart
Q’eqchi’,k'ajik u,21.37,the penalty or punishment,Exact counterpart
Q’eqchi’,k’ajo’ sununkil,15.25,fragrant,Exact counterpart
Q’eqchi’,k’ajob’,1.64,the dew,Exact counterpart
Q’eqchi’,k’ajol,2.43,the child(2),Exact counterpart
Q’eqchi’,k'ajolink,4.71,to beget,Exact counterpart
Q’eqchi’,k’ak’naab’,1.37,the spring or well,Sub-counterpart
Q’eqchi’,k’al,8.12,the field,Sub-counterpart
Q’eqchi’,k’am,2.33,to marry,Super-counterpart
Q’eqchi’,k'amk'ot,4.461,the intestines or guts,Exact counterpart
Q’eqchi’,k'amok,10.62,to bring,Super-counterpart
Q’eqchi’,k’amok b’e,10.64,to lead,Exact counterpart
Q’eqchi’,k’ams,3.834,the termites,Exact counterpart
Q’eqchi’,k’anasink rix,18.45,to boast,Exact counterpart
Q’eqchi’,k’anha’,1.38,the swamp,Exact counterpart
Q’eqchi’,k'anjel,9.12,the work,Super-counterpart
Q’eqchi’,k'anjelob'aal,9.422,the tool,Exact counterpart
Q’eqchi’,k’anti’,3.85,the snake,Exact counterpart
Q’eqchi’,k’anti’ kar,3.665,the freshwater eel,Exact counterpart
Q’eqchi’,k'apok chi e,4.58,to bite,Exact counterpart
Q’eqchi’,k’aq,3.813,the flea,Exact counterpart
Q’eqchi’,k'as,11.64,the debt,Exact counterpart
Q’eqchi’,k'asok,11.63,to owe,Exact counterpart
Q’eqchi’,k’at,1.851,to burn(1),Exact counterpart
Q’eqchi’,k'atq jolom,4.201,the temples,Exact counterpart
Q’eqchi’,k'atq sa',12.36,the side,Exact counterpart
Q’eqchi’,k'atzok,4.58,to bite,Sub-counterpart
Q’eqchi’,k'ayib'aal,11.86,the shop/store,Super-counterpart
Q’eqchi’,k'ayihom rib',19.72,the prostitute,Exact counterpart
Q’eqchi’,k'ayiil,11.85,the market,Super-counterpart
Q’eqchi’,k'ayinel,11.84,the merchant,Exact counterpart
Q’eqchi’,k'ayink,11.82,to sell,Exact counterpart
Q’eqchi’,k'eelenk,22.22,to preach,Exact counterpart
Q’eqchi’,k'ehal,13.19,the crowd,Super-counterpart
Q’eqchi’,k'ehok,11.21,to give,Super-counterpart
Q’eqchi’,k'ehok,19.47,to permit,Super-counterpart
Q’eqchi’,k'ehok chuq'ub',4.521,to hiccough,Exact counterpart
Q’eqchi’,k'ehok eetal,18.44,to threaten,Super-counterpart
Q’eqchi’,k'ehok k'anjel,11.77,to hire,Exact counterpart
Q’eqchi’,k'ehok tiq,4.841,the fever,Exact counterpart
Q’eqchi’,k’ehok xam,1.86,to light,Exact counterpart
Q’eqchi’,k’i,13.15,many,Super-counterpart
Q’eqchi’,k’iche’,1.41,the woods or forest,Exact counterpart
Q’eqchi’,k’ihal,13.15,many,Exact counterpart
Q’eqchi’,k’iik,12.53,to grow,Super-counterpart
Q’eqchi’,k’ileb’aal,5.28,the pan,Exact counterpart
Q’eqchi’,k’im,8.52,the hay,Exact counterpart
Q’eqchi’,k’imal kab’l,7.52,the thatch,Exact counterpart
Q’eqchi’,k'irnak,15.46,quiet,Super-counterpart
Q’eqchi’,k'irtesink,4.86,to cure,Exact counterpart
Q’eqchi’,k’ixix,3.84,the worm,Sub-counterpart
Q’eqchi’,k'ixleb',23.555,the screwdriver,Exact counterpart
Q’eqchi’,k'ixok,9.161,to untie,Super-counterpart
Q’eqchi’,k'ob'b'il,12.85,the hole,Para-counterpart
Q’eqchi’,k'ob'ok,9.46,to bore,Super-counterpart
Q’eqchi’,k'ojk'o xch'ool,16.23,happy,Super-counterpart
Q’eqchi’,k'ojlajik,14.251,the beginning,Super-counterpart
Q’eqchi’,k’ol,3.12,male(2),Sub-counterpart
Q’eqchi’,k'onk'o,12.74,crooked,Sub-counterpart
Q’eqchi’,k'onk'ookil ch'iich',8.33,the sickle or scythe,Exact counterpart
Q’eqchi’,k'onok,9.14,to bend,Super-counterpart
Q’eqchi’,k'onok,10.17,to twist,Exact counterpart
Q’eqchi’,k’onx a’,4.463,the hip,Exact counterpart
Q’eqchi’,k’ot uk’,3.812,the nit,Exact counterpart
Q’eqchi’,k'otak,4.66,to shit,Exact counterpart
Q’eqchi’,k’oteb’aal,23.52,the toilet,Exact counterpart
Q’eqchi’,k’ox,3.833,the prawns or shrimp,NA
Q’eqchi’,k'oylenk,5.18,to chew,Exact counterpart
Q’eqchi’,k'ub',7.31,the fireplace,Exact counterpart
Q’eqchi’,k'ub'k'u,5.121,cooked,Super-counterpart
Q’eqchi’,k'ub'k'u,14.29,ready,Super-counterpart
Q’eqchi’,k’uch,3.585,the hawk,Exact counterpart
Q’eqchi’,k'uluk,20.43,the attack,Super-counterpart
Q’eqchi’,k’uluk,11.16,to get,Exact counterpart
Q’eqchi’,k'uluk ib',19.65,to meet,Exact counterpart
Q’eqchi’,k'ulunk,10.48,to come,Super-counterpart
Q’eqchi’,k'ulunk,10.55,to arrive,Super-counterpart
Q’eqchi’,k’um,8.93,the gourd,Exact counterpart
Q’eqchi’,k’um,8.931,the pumpkin or squash,Exact counterpart
Q’eqchi’,k'unuk,9.14,to bend,Exact counterpart
Q’eqchi’,k'urux,15.76,rough(1),Exact counterpart
Q’eqchi’,k’utub’,3.84,the worm,Sub-counterpart
Q’eqchi’,k'utuk,15.55,to show,Exact counterpart
Q’eqchi’,k’utuk b’e,10.64,to lead,Exact counterpart
Q’eqchi’,k'uub'aak,5.121,cooked,Super-counterpart
Q’eqchi’,k'uub'leb'aal,7.17,the cookhouse,Super-counterpart
Q’eqchi’,k'uub'leb'aal,23.58,the workshop,Super-counterpart
Q’eqchi’,k'uuleb'aal,23.44,the bank,Super-counterpart
Q’eqchi’,k’ux,3.831,the sandfly or midge or gnat,Super-counterpart
Q’eqchi’,k'uxuk,5.11,to eat,Sub-counterpart
Q’eqchi’,k'uxuk,5.18,to chew,Super-counterpart
Q’eqchi’,ka’,5.58,the mortar(1),Exact counterpart
Q’eqchi’,ka’ e,4.272,the molar tooth,Exact counterpart
Q’eqchi’,ka’ ralal,2.74,the stepdaughter,Super-counterpart
Q’eqchi’,"ka'aj wi', ka’j wi’",13.33,only,Exact counterpart
Q’eqchi’,"ka'aj wi', ka’j wi’",13.331,alone,Exact counterpart
Q’eqchi’,ka’ajwi’ laa’o,2.942,we (exclusive),Exact counterpart
Q’eqchi’,ka’b’ayaq,13.181,some,Exact counterpart
Q’eqchi’,"ka'ib', kwib', kiib'",13.02,two,Exact counterpart
Q’eqchi’,ka’ta,13.38,twice/two times,Super-counterpart
Q’eqchi’,ka'wa,13.38,twice/two times,Super-counterpart
Q’eqchi’,ka'xik,6.77,the earring,Super-counterpart
Q’eqchi’,ka'xik,9.64,the gold,Super-counterpart
Q’eqchi’,ka’yank,15.52,to look,Exact counterpart
Q’eqchi’,kaahib',13.04,four,Exact counterpart
Q’eqchi’,kaalt,5.64,the soup,Exact counterpart
Q’eqchi’,kaan ru,17.23,mad,Exact counterpart
